#TYPE Microsoft.Powershell.Utility.FileHash
"Algorithm","Hash","Path"
"SHA1","3B1FAFE6F6F14B2BDA18510441E8C385EDF07341","SLPM-86023-v1.1\BIN\ARC_F.BIN"
"SHA1","FACC38F18E3FF5B0B3E73AB1F8C1756A28EA3BEA","SLPM-86023-v1.1\BIN\DEMOKEY.BIN"
"SHA1","398F4E4195961CCCF4C218F64343CF368EBD66E3","SLPM-86023-v1.1\BIN\F_END.BIN"
"SHA1","43A08F4AAF2F0F845389A8C086C536435254F945","SLPM-86023-v1.1\BIN\F_GAME.BIN"
"SHA1","0210ED6612560EFD9D7DE25BF4485D4737046E34","SLPM-86023-v1.1\BIN\F_GAME2.BIN"
"SHA1","CAB8A7DA94423EB2E81339C36E3B1E2DE78B6157","SLPM-86023-v1.1\BIN\F_GO.BIN"
"SHA1","3FA6C2366ED4781B704F4CBBF155FD2CD93ABE1A","SLPM-86023-v1.1\BIN\F_PROLO0.BIN"
"SHA1","C8490E80A2B9FAB586E6C56A5679019BE605092F","SLPM-86023-v1.1\BIN\F_PROLO1.BIN"
"SHA1","6FF7408FA698BB796E3E88292E3450357DC49C38","SLPM-86023-v1.1\BIN\F_TITLE0.BIN"
"SHA1","8B8D838C7300AA9881394680AD194D9E08614608","SLPM-86023-v1.1\BIN\F_TITLE1.BIN"
"SHA1","DA9E7D28B611E65EE7F06E2E705953A0CFD00BA6","SLPM-86023-v1.1\BIN\MONSTER.BIN"
"SHA1","47C5616861D9CA77E00130F4AF8553ACD1F28EB1","SLPM-86023-v1.1\BIN\RIC.BIN"
"SHA1","1675EAA8CA3BF2AB29CE5C2187902D76D731E0D0","SLPM-86023-v1.1\BIN\WEAPON0.BIN"
"SHA1","5BAA867D25AE6F110585876188D2946833C41F70","SLPM-86023-v1.1\BIN\WEAPON1.BIN"
"SHA1","CFE9CCE47C4CEB8121AFF163D68B79B493B845BD","SLPM-86023-v1.1\BOSS\BO0\BO0.BIN"
"SHA1","82032D57A874AE58A39D94D5C469895777738AF6","SLPM-86023-v1.1\BOSS\BO0\F_BO0.BIN"
"SHA1","CE2BDE004BEE937234E63EC7516287D38B32C8A4","SLPM-86023-v1.1\BOSS\BO0\SD_ZKBO0.VB"
"SHA1","BF169A6C1DE76F9BB489ED4CA2D29DFA79E560FA","SLPM-86023-v1.1\BOSS\BO0\SD_ZKBO0.VH"
"SHA1","4DD96AD9480069C88B48C37FE45CCA1AEFF7916E","SLPM-86023-v1.1\BOSS\BO1\BO1.BIN"
"SHA1","16CE51C87834404E617FB5D9DD55F062AA72C957","SLPM-86023-v1.1\BOSS\BO1\F_BO1.BIN"
"SHA1","A28F01606081CE3F511681DEC0E5C3890A88C311","SLPM-86023-v1.1\BOSS\BO1\SD_ZKBO1.VB"
"SHA1","F1439055CB115A31AC7D40414A79CB90E4AD1DD1","SLPM-86023-v1.1\BOSS\BO1\SD_ZKBO1.VH"
"SHA1","5206269FB2B68CC0EC3DC5610BF74CC7F28B0DA3","SLPM-86023-v1.1\BOSS\BO2\BO2.BIN"
"SHA1","B5D9C68AD2765D390BC4FC26D488FB816886A579","SLPM-86023-v1.1\BOSS\BO2\F_BO2.BIN"
"SHA1","A607F7759BD0A3BBD7C7090DA093C82B775C7D99","SLPM-86023-v1.1\BOSS\BO2\SD_ZKBO2.VB"
"SHA1","6BD134853AED110329F619DC72425E55D97D8560","SLPM-86023-v1.1\BOSS\BO2\SD_ZKBO2.VH"
"SHA1","D31CD8EAAC1CFFC7D22AEF8E17F0B48D93BE5CBA","SLPM-86023-v1.1\BOSS\BO3\BO3.BIN"
"SHA1","C431358A44BD7808CF5CD0D8543DDD732250BE95","SLPM-86023-v1.1\BOSS\BO3\F_BO3.BIN"
"SHA1","E4B16F4CC12DC8E803F370AE3B615E1692712349","SLPM-86023-v1.1\BOSS\BO3\SD_ZKBO3.VB"
"SHA1","98953A06CDC4032779F77F333869CBA926CF5398","SLPM-86023-v1.1\BOSS\BO3\SD_ZKBO3.VH"
"SHA1","7F848967D5BFC5A20B2F0B1C9F2C6A28F339D8AC","SLPM-86023-v1.1\BOSS\BO4\BO4.BIN"
"SHA1","5BA383AFFBAEF50C151C79307AD0A082D0357324","SLPM-86023-v1.1\BOSS\BO4\F_BO4.BIN"
"SHA1","318166F54AD33D01C1180DBD067A92F1AACB045B","SLPM-86023-v1.1\BOSS\BO4\SD_ZKBO4.VB"
"SHA1","44B2DC9E7483E61DC1FDD0715B9E16E4F1B483A3","SLPM-86023-v1.1\BOSS\BO4\SD_ZKBO4.VH"
"SHA1","FA015692652352B676551D8ECE82F16CBF533CDA","SLPM-86023-v1.1\BOSS\BO5\BO5.BIN"
"SHA1","801337727AE0E431CF991FF052B46401E9AB7197","SLPM-86023-v1.1\BOSS\BO5\F_BO5.BIN"
"SHA1","91AFF485125714739E2DE978B3BDB3B1C5126B7D","SLPM-86023-v1.1\BOSS\BO5\SD_ZKBO5.VB"
"SHA1","C406DB0C15BF24081947F08DFC909256798B6048","SLPM-86023-v1.1\BOSS\BO5\SD_ZKBO5.VH"
"SHA1","AC24E6D33121C2102DF4530E61A6350A397EEA6B","SLPM-86023-v1.1\BOSS\BO6\BO6.BIN"
"SHA1","81BAA03BA3FA73A5447D73C532283E995308EC2A","SLPM-86023-v1.1\BOSS\BO6\F_BO6.BIN"
